date_game,opp_name,game_result,pts,opp_pts,wins,losses,game_streak
"Sat, Dec 28, 2019",New Orleans Pelicans,L,98,120,21,12,L 2
"Tue, Dec 31, 2019",Philadelphia 76ers,W,115,97,22,12,W 1
"Thu, Jan 2, 2020",Denver Nuggets,L,116,124,22,13,L 1
"Sat, Jan 4, 2020",Atlanta Hawks,L,111,116,22,14,L 2
"Mon, Jan 6, 2020",Charlotte Hornets,W,115,104,23,14,W 1
"Wed, Jan 8, 2020",Miami Heat,L,108,122,23,15,L 1
"Fri, Jan 10, 2020",Chicago Bulls,W,116,105,24,15,W 1
"Mon, Jan 13, 2020",Philadelphia 76ers,W,101,95,25,15,W 2
"Wed, Jan 15, 2020",Minnesota Timberwolves,W,104,99,26,15,W 3
"Fri, Jan 17, 2020",Minnesota Timberwolves,W,116,114,27,15,W 4
"Sun, Jan 19, 2020",Denver Nuggets,W,115,107,28,15,W 5
"Mon, Jan 20, 2020",Utah Jazz,L,88,118,28,16,L 1
"Wed, Jan 22, 2020",Phoenix Suns,W,112,87,29,16,W 1
"Fri, Jan 24, 2020",Golden State Warriors,W,129,118,30,16,W 2
"Sun, Jan 26, 2020",Portland Trail Blazers,L,129,139,30,17,L 1
"Wed, Jan 29, 2020",Chicago Bulls,W,115,106,31,17,W 1
"Sat, Feb 1, 2020",New York Knicks,L,85,92,31,18,L 1
"Mon, Feb 3, 2020",Dallas Mavericks,L,103,112,31,19,L 2
"Wed, Feb 5, 2020",Toronto Raptors,L,118,119,31,20,L 3
"Fri, Feb 7, 2020",Toronto Raptors,L,106,115,31,21,L 4
"Sat, Feb 8, 2020",New Orleans Pelicans,L,117,124,31,22,L 5
"Mon, Feb 10, 2020",Brooklyn Nets,L,105,106,31,23,L 6
"Wed, Feb 12, 2020",Milwaukee Bucks,W,118,111,32,23,W 1
"Fri, Feb 21, 2020",New York Knicks,W,106,98,33,23,W 2
"Sun, Feb 23, 2020",Toronto Raptors,L,81,127,33,24,L 1
"Tue, Feb 25, 2020",Charlotte Hornets,W,119,80,34,24,W 1
"Thu, Feb 27, 2020",Portland Trail Blazers,W,106,100,35,24,W 2
"Sat, Feb 29, 2020",Cleveland Cavaliers,W,113,104,36,24,W 3
"Mon, Mar 2, 2020",San Antonio Spurs,W,116,111,37,24,W 4
"Wed, Mar 4, 2020",Milwaukee Bucks,L,100,119,37,25,L 1
"Fri, Mar 6, 2020",Chicago Bulls,W,108,102,38,25,W 1
"Sun, Mar 8, 2020",Dallas Mavericks,W,112,109,39,25,W 2
"Tue, Mar 10, 2020",Boston Celtics,L,111,114,39,26,L 1
"Sat, Aug 1, 2020",Philadelphia 76ers,W,127,121,40,26,W 1
"Mon, Aug 3, 2020",Washington Wizards,W,111,100,41,26,W 2
"Tue, Aug 4, 2020",Orlando Magic,W,120,109,42,26,W 3
"Thu, Aug 6, 2020",Phoenix Suns,L,99,114,42,27,L 1
"Sat, Aug 8, 2020",Los Angeles Lakers,W,116,111,43,27,W 1
"Mon, Aug 10, 2020",Miami Heat,L,92,114,43,28,L 1
"Wed, Aug 12, 2020",Houston Rockets,W,108,104,44,28,W 1
"Fri, Aug 14, 2020",Miami Heat,W,109,92,45,28,W 2
"Tue, Aug 18, 2020",Miami Heat,L,101,113,0,1,L 1
"Thu, Aug 20, 2020",Miami Heat,L,100,109,0,2,L 2
"Sat, Aug 22, 2020",Miami Heat,L,115,124,0,3,L 3
"Mon, Aug 24, 2020",Miami Heat,L,87,99,0,4,L 4
